iri	label	definition	definitionXrefs	superClasses	part_of
http://purl.obolibrary.org/obo/UBERON_0000010	peripheral nervous system	Nervous structures including ganglia outside of the central nervous system. Divided into somatic nervous system and autonomic nervous system		organ system subdivision|	nervous system
http://purl.obolibrary.org/obo/UBERON_0000020	sense organ	An organ that is capable of detection of chemical stimulus involved in sensory perception of smell.		|organ	sensory system
http://purl.obolibrary.org/obo/UBERON_0000025	tube	Any hollow cylindrical anatomical structure containing a lumen through which substances are transported.		anatomical conduit	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0000026	appendage	Major subdivision of an organism that protrudes from the body[DOS, CARO].		organism subdivision	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0000033	head	The head is the anterior-most division of the body [GO].		subdivision of organism along main body axis|	craniocervical region
http://purl.obolibrary.org/obo/UBERON_0000045	ganglion	A biological tissue mass, most commonly a mass of nerve cell bodies.		neural tissue	nervous system
http://purl.obolibrary.org/obo/UBERON_0000055	vessel	A tubular structure that contains, conveys body fluid, such as blood or lymph.		anatomical conduit	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0000058	duct	A tubular structure that transports or secretes substances.		tube	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0000059	large intestine	A subdivision of the digestive tract that connects the small intestine to the cloaca or anus. Lacks or has few villi[Kardong].		digestive system organ|subdivision of digestive tract||	intestine|lower digestive tract
http://purl.obolibrary.org/obo/UBERON_0000060	anatomical wall	Organ component adjacent to an organ cavity and which consists of a maximal aggregate of organ component layers.		organ part	organ
http://purl.obolibrary.org/obo/UBERON_0000061	anatomical structure	Material anatomical entity that has inherent 3D shape and is generated by coordinated expression of the organism's own genome.		material anatomical entity	
http://purl.obolibrary.org/obo/UBERON_0000062	organ	Anatomical structure that performs a specific function or group of functions [WP]. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions[GO].		|anatomical structure	anatomical system
http://purl.obolibrary.org/obo/UBERON_0000063	organ segment	Organ region with one or more fixed or anchored fiat boundaries. Examples: artery, trunk of nerve, cervical part of esophagus, pelvic part of vagina, horn of thyroid cartilage, anterior segment of eyeball[FMA].		organ part	organ
http://purl.obolibrary.org/obo/UBERON_0000064	organ part	anatomical structure which has as its direct parts two or more types of tissue and is continuous with one or more anatomical structures likewise constituted by two or more portions of tissues distinct from those of their complement. Examples: osteon, cortical bone, neck of femur, bronchopulmonary segment, left lobe of liver, anterior right side of heart, interventricular branch of left coronary artery, right atrium, mitral valve, head of pancreas[FMA].		|anatomical structure	organ
http://purl.obolibrary.org/obo/UBERON_0000066	fully formed stage	The stage of development at which the animal is fully formed, including immaturity and maturity. Includes both juvenile stage, and adult stage. 		post-embryonic stage	life cycle
http://purl.obolibrary.org/obo/UBERON_0000073	regional part of nervous system	An anatomical structure that is part of a nervous system [Automatically generated definition].		multi-tissue structure|	nervous system
http://purl.obolibrary.org/obo/UBERON_0000076	external ectoderm	the surface (external) layer of ectoderm which begins to proliferate shortly after separation from the neuroectoderm.		embryonic tissue|unilaminar epithelium|	ectoderm
http://purl.obolibrary.org/obo/UBERON_0000079	male reproductive system	the organs associated with producing offspring in the gender that produces spermatozoa.		reproductive system|male anatomical structure	male organism
http://purl.obolibrary.org/obo/UBERON_0000085	morula	A spherical embryonic mass of blastomeres formed before the blastula and resulting from cleavage of the fertilized ovum.		embryo|	conceptus
http://purl.obolibrary.org/obo/UBERON_0000087	inner cell mass	Mass of cells inside the primordial embryo that will eventually give rise to the definitive structures of the fetus. This structure forms in the earliest steps of development, before implantation into the endometrium of the uterus has occurred. The ICM lies within the blastocoele (more correctly termed 'blastocyst cavity', as it is not strictly homologous to the blastocoele of anamniote vertebrates) and is entirely surrounded by the single layer of cells called trophoblast.		embryonic structure	embryo
http://purl.obolibrary.org/obo/UBERON_0000091	bilaminar disc	A flattened, almost circular bilaminar plate of cells formed when the inner cell mass (aka embryoblast) forms two epithelial layers, each of a distinct lineage, separated by an extracellular basement membrane: the external (dorsal) layer is called the epiblast and the internal (ventral) layer is called the hypoblast (aka primitive endoderm); together, they compose the bilaminar embryonic disc.		embryonic structure	embryo
http://purl.obolibrary.org/obo/UBERON_0000092	post-embryonic stage	stage succeeding embryo, including mature structure		life cycle stage|	life cycle
http://purl.obolibrary.org/obo/UBERON_0000104	life cycle	An entire span of an organism's life, commencing with the zygote stage and ending in the death of the organism.		life cycle stage	
http://purl.obolibrary.org/obo/UBERON_0000105	life cycle stage	A spatiotemporal region encompassing some part of the life cycle of an organism.		processual entity	
http://purl.obolibrary.org/obo/UBERON_0000112	juvenile stage			life cycle stage|	fully formed stage
http://purl.obolibrary.org/obo/UBERON_0000113	post-juvenile adult stage	The stage of being a sexually mature adult animal.		life cycle stage|	fully formed stage
http://purl.obolibrary.org/obo/UBERON_0000119	cell layer	Portion of tissue, that consists of single layer of cells connected to each other by cell junctions. Examples: layer of glial cells; epithelium.		tissue	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0000122	neuron projection bundle	A fasciculated bundle of neuron projections (GO:0043005), largely or completely lacking synapses.		multi cell component structure|	nervous system
http://purl.obolibrary.org/obo/UBERON_0000153	anterior region of body			organism subdivision	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0000158	membranous layer			organ component layer	anatomical wall
http://purl.obolibrary.org/obo/UBERON_0000160	intestine	Segment of the alimentary canal extending from the stomach to the anus and, in humans and other mammals, consists of two segments, the small intestine and the large intestine.		subdivision of digestive tract|	organ|gastrointestinal system|digestive tract
http://purl.obolibrary.org/obo/UBERON_0000161	orifice	Anatomical conduit that connects two adjacent body spaces, surrounded by two or more subdivisions of two or more organs. Examples: right atrioventricular orifice, orifice of artery, hilum of kidney, porta hepatis[FMA,modified].		anatomical conduit	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0000165	mouth	The proximal portion of the digestive tract, containing the oral cavity and bounded by the oral opening. In vertebrates, this extends to the pharynx and includes teeth, gums, lips, tongue and parts of the palate.		|ectodermal part of digestive tract	organ|head|digestive tract
http://purl.obolibrary.org/obo/UBERON_0000166	oral opening	The orifice that connects the mouth to the exterior of the body.		orifice||ectoderm-derived structure	mouth
http://purl.obolibrary.org/obo/UBERON_0000167	oral cavity	Anatomical cavity at the start of the digestive tract that that is enclosed by the mouth. The boundaries and contents vary depending on the species. In vertebrates, the boundaries are the oral opening, the cheeks, the palate and (if present) the palatoglossal arch - if this is not present then the mouth and pharynx form the oropharyngeal cavity. The buccal cavity contains the teeth, tongue and palate (when present)		anatomical cavity|	mouth
http://purl.obolibrary.org/obo/UBERON_0000168	segment of colon	An organ segment that is part of a colon [Automatically generated definition].		organ segment||subdivision of digestive tract	colon
http://purl.obolibrary.org/obo/UBERON_0000307	blastula	Organism at the blastula stage - an early stage of embryonic development in animals. It is produced by cleavage of a fertilized ovum and consists of a spherical layer of around 128 cells surrounding a central fluid-filled cavity called the blastocoel. The blastula follows the morula and precedes the gastrula in the developmental sequence.		embryo	
http://purl.obolibrary.org/obo/UBERON_0000309	body wall	the external portion of an animal body comprised of ectoderm and mesoderm layers that encloses the body cavity.		subdivision of trunk	trunk
http://purl.obolibrary.org/obo/UBERON_0000314	cecum mucosa	A mucosa that is part of a cecum [Automatically generated definition].		colonic mucosa|	wall of large intestine|intestinal mucosa|caecum
http://purl.obolibrary.org/obo/UBERON_0000317	colonic mucosa	Mucosa that is part of a colon. The mucosa of the colon is lined by a simple columnar epithelium with a thin brush border and numerous goblet cells.		|mucosa of large intestine	wall of large intestine|intestinal mucosa|colon
http://purl.obolibrary.org/obo/UBERON_0000333	intestinal gland	A gland that is part of the intestinal mucosa. Examples include the intestinal crypts, duodenal gland[cjm].		gland of gut|	intestinal mucosa
http://purl.obolibrary.org/obo/UBERON_0000344	mucosa	A lining of mostly endodermal origin, covered in epithelium, which is involved in absorption and secretion. They line various body cavities that are exposed to the external environment and internal organs. It is at several places continuous with skin: at the nostrils, the lips, the ears, the genital area, and the anus. The sticky, thick fluid secreted by the mucous membranes and gland is termed mucus. The term mucous membrane refers to where they are found in the body and not every mucous membrane secretes mucus[WP]		organ component layer	anatomical wall
http://purl.obolibrary.org/obo/UBERON_0000358	blastocyst	The mammalian blastocyst is a hollow ball of cells containing two cell types, the inner cell mass and the trophectoderm[GO].		embryonic structure|	blastula
http://purl.obolibrary.org/obo/UBERON_0000383	musculature of body	Anatomical system that consists of all the muscles of the body[VSAO, modified].		anatomical system|	musculoskeletal system
http://purl.obolibrary.org/obo/UBERON_0000397	colonic epithelium	An epithelium that is part of a colon [Automatically generated definition].		epithelium of large intestine|	mucosa of large intestine|colon
http://purl.obolibrary.org/obo/UBERON_0000463	portion of organism substance	Material anatomical entity in a gaseous, liquid, semisolid or solid state; produced by anatomical structures or derived from inhaled and ingested substances that have been modified by anatomical structures as they pass through the body.		material anatomical entity|	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0000464	anatomical space	Non-material anatomical entity of three dimensions, that is generated by morphogenetic or other physiologic processes; is surrounded by one or more anatomical structures; contains one or more organism substances or anatomical structures.		immaterial anatomical entity	
http://purl.obolibrary.org/obo/UBERON_0000465	material anatomical entity	Anatomical entity that has mass.		anatomical entity	
http://purl.obolibrary.org/obo/UBERON_0000466	immaterial anatomical entity	Anatomical entity that has no mass.		anatomical entity	
http://purl.obolibrary.org/obo/UBERON_0000467	anatomical system	Anatomical group that is has as its parts distinct anatomical structures interconnected by anatomical structures at a lower level of granularity[CARO]. A group of organs that work together to perform a certain task [Wikipedia].		anatomical group	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0000468	multi-cellular organism	Anatomical structure that is an individual member of a species and consists of more than one cell.		anatomical structure	
http://purl.obolibrary.org/obo/UBERON_0000473	testis	gonad of a male animal, produces and releases sperm.		male reproductive organ|gonad	male reproductive system
http://purl.obolibrary.org/obo/UBERON_0000474	female reproductive system	The organs of the female reproductive system.		reproductive system|female anatomical structure	female organism
http://purl.obolibrary.org/obo/UBERON_0000475	organism subdivision	Anatomical structure which is a subdivision of a whole organism, consisting of components of multiple anatomical systems, largely surrounded by a contiguous region of integument.		multicellular anatomical structure	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0000476	acellular anatomical structure	Anatomical structure that consists of cell parts and cell substances and together does not constitute a cell or a tissue.		anatomical structure	
http://purl.obolibrary.org/obo/UBERON_0000477	anatomical cluster	Anatomical group that has its parts adjacent to one another.		anatomical group	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0000478	extraembryonic structure	A multicellular anatomical structure that is associated with an embryo and derived from the zygote from which it develops, but which does not contribute to the embryo proper or to structures that are part of the same organism after embryogenesis.		anatomical structure	
http://purl.obolibrary.org/obo/UBERON_0000479	tissue	Multicellular anatomical structure that consists of many cells of one or a few types, arranged in an extracellular matrix such that their long-range organisation is at least partly a repetition of their short-range organisation.		multicellular anatomical structure	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0000480	anatomical group	Anatomical structure consisting of at least two non-overlapping organs, multi-tissue aggregates or portion of tissues or cells of different types that does not constitute an organism, organ, multi-tissue aggregate, or portion of tissue.		|anatomical structure	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0000481	multi-tissue structure	Anatomical structure that has as its parts two or more portions of tissue of at least two different types and which through specific morphogenetic processes forms a single distinct structural unit demarcated by bona-fide boundaries from other distinct structural units of different types.		multicellular anatomical structure	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0000483	epithelium	Portion of tissue, that consists of one or more layers of epithelial cells connected to each other by cell junctions and which is underlain by a basal lamina. Examples: simple squamous epithelium, glandular cuboidal epithelium, transitional epithelium, myoepithelium[CARO].		cell layer	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0000485	simple columnar epithelium	Unilaminar epithelium, which consists of a single layer of columnar cells. Examples: ciliated columnar epithelium, gastric epithelium, microvillus columnar epithelium.[FMA]		unilaminar epithelium|columnar epithelium	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0000486	multilaminar epithelium	Epithelium which consists of more than one layer of epithelial cells that may or may not be in contact with a basement membrane. Examples: keratinized stratified squamous epithelium, ciliated stratified columnar epithelium.[FMA]		epithelium	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0000488	atypical epithelium	Epithelium that consists of epithelial cells not arranged in one ore more layers.		epithelium	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0000489	cavitated compound organ	Compound organ that contains one or more macroscopic anatomical spaces.		compound organ	anatomical system
http://purl.obolibrary.org/obo/UBERON_0000490	unilaminar epithelium	Epithelium which consists of a single layer of epithelial cells. Examples: endothelium, mesothelium, glandular squamous epithelium.[FMA]		epithelium	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0000915	thoracic segment of trunk	Organismal subdivision of body that lies between the head and the abdomen [Wikipedia].		subdivision of trunk|subdivision of organism along main body axis	trunk
http://purl.obolibrary.org/obo/UBERON_0000920	egg chorion	A protective, noncellular membrane that surrounds the eggs of various animals including insects and fish [GO].		acellular anatomical structure|extraembryonic structure	
http://purl.obolibrary.org/obo/UBERON_0000922	embryo	Anatomical entity that comprises the organism in the early stages of growth and differentiation that are characterized by cleavage, the laying down of fundamental tissues, and the formation of primitive organs and organ systems. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant.		multi-cellular organism	
http://purl.obolibrary.org/obo/UBERON_0000923	germ layer	A layer of cells produced during the process of gastrulation during the early development of the animal embryo, which is distinct from other such layers of cells, as an early step of cell differentiation. The three types of germ layers are the endoderm, ectoderm, and mesoderm.		germ layer / neural crest	embryonic structure
http://purl.obolibrary.org/obo/UBERON_0000924	ectoderm	Primary germ layer that is the outer of the embryo's three germ layers and gives rise to epidermis and neural tissue.		germ layer	embryonic structure
http://purl.obolibrary.org/obo/UBERON_0000926	mesoderm	The middle germ layer of the embryo, between the endoderm and ectoderm.		germ layer	embryonic structure
http://purl.obolibrary.org/obo/UBERON_0000930	stomodeum	Anterior part of the embryonic digestive tract that develops into a mouth. The stomodeum includes as parts an invagination of the ectoderm and the stomodeal cavity.		|embryonic structure|multi-tissue structure|	ectoderm|primitive gut
http://purl.obolibrary.org/obo/UBERON_0000931	proctodeum	Inward fold on the surface of the embryonic ectoderm that develops into part of the anal passage[ZFA]. A proctodeum is the back ectodermal part of an alimentary canal. It is created during embryogenesis by a folding of the outer body wall[WP].		|embryonic structure|ectoderm-derived structure	primitive gut
http://purl.obolibrary.org/obo/UBERON_0000945	stomach	An expanded region of the vertebrate alimentary tract that serves as a food storage compartment and digestive organ. A stomach is lined, in whole or in part by a glandular epithelium.		|subdivision of digestive tract|food storage organ	gastrointestinal system|foregut
http://purl.obolibrary.org/obo/UBERON_0000955	brain	The brain is the center of the nervous system in all vertebrate, and most invertebrate, animals. Some primitive animals such as jellyfish and starfish have a decentralized nervous system without a brain, while sponges lack any nervous system at all. In vertebrates, the brain is located in the head, protected by the skull and close to the primary sensory apparatus of vision, hearing, balance, taste, and smell[WP].		ectoderm-derived structure|organ|	central nervous system
http://purl.obolibrary.org/obo/UBERON_0000970	eye	An organ that detects light.		|sense organ	visual system
http://purl.obolibrary.org/obo/UBERON_0000990	reproductive system	Anatomical system that has as its parts the organs concerned with reproduction.		anatomical system|mesoderm-derived structure	multi-cellular organism
http://purl.obolibrary.org/obo/UBERON_0000991	gonad	Reproductive organ that produces and releases eggs (ovary) or sperm (testis).		reproductive organ	reproductive system
